resource_id,title,description,topics,difficulty,format,duration_minutes,cost_type,price_usd,provider,quality_score,accessibility_score,has_captions,has_transcript,prerequisites,language,resource_url,popularity_score
R0450,Software engineering Practice Lab 450,An original intermediate learning resource that develops software engineering concepts through tutorial activities and connects them with data science practice.,Software engineering|Data science,Intermediate,Tutorial,120,Free,0.0,Sprout Learning,0.638,0.855,True,True,Statistics,English,https://example.org/learnbridge/resources/R0450,0.159
R0451,Responsible AI Applied Path 451,An original beginner learning resource that develops responsible ai concepts through course activities and connects them with cloud computing practice.,Responsible AI|Cloud computing,Beginner,Course,480,Free,0.0,Nexus Learning,0.548,0.903,True,True,None,English,https://example.org/learnbridge/resources/R0451,0.036
R0452,Statistics Essentials 452,An original advanced learning resource that develops statistics concepts through practice quiz activities and connects them with mathematics practice.,Statistics|Mathematics,Advanced,Practice quiz,90,Paid,9.0,Compass Learning,0.558,0.987,True,True,Statistics,English,https://example.org/learnbridge/resources/R0452,0.294
R0453,Computer vision Field Guide 453,An original beginner learning resource that develops computer vision concepts through project activities and connects them with deep learning practice.,Computer vision|Deep learning,Beginner,Project,60,Paid,25.0,Lumen Learning,0.588,0.969,True,True,None,English,https://example.org/learnbridge/resources/R0453,0.697
R0454,Statistics Workshop 454,An original intermediate learning resource that develops statistics concepts through tutorial activities and connects them with nlp practice.,Statistics|NLP,Intermediate,Tutorial,180,Paid,15.0,Summit Learning,0.524,0.929,True,True,Statistics,English,https://example.org/learnbridge/resources/R0454,0.236
R0455,Python Practice Lab 455,An original intermediate learning resource that develops python concepts through video activities and connects them with cloud computing practice.,Python|Cloud computing,Intermediate,Video,30,Paid,25.0,Cedar Learning,0.664,0.86,True,True,Python,English,https://example.org/learnbridge/resources/R0455,0.753
R0456,Cloud computing Workshop 456,An original intermediate learning resource that develops cloud computing concepts through project activities and connects them with data science practice.,Cloud computing|Data science,Intermediate,Project,360,Free,0.0,Nova Learning,0.868,0.85,True,True,Cloud computing,English,https://example.org/learnbridge/resources/R0456,0.232
R0457,Mathematics Practice Lab 457,An original advanced learning resource that develops mathematics concepts through article activities and connects them with statistics practice.,Mathematics|Statistics,Advanced,Article,45,Free,0.0,Willow Learning,0.587,0.843,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0457,0.529
R0458,NLP Field Guide 458,An original intermediate learning resource that develops nlp concepts through practice quiz activities and connects them with software engineering practice.,NLP|Software engineering,Intermediate,Practice quiz,90,Free,0.0,Forge Learning,0.836,0.976,True,True,Python,English,https://example.org/learnbridge/resources/R0458,0.501
R0459,Cloud computing Workshop 459,An original beginner learning resource that develops cloud computing concepts through practice quiz activities and connects them with computer vision practice.,Cloud computing|Computer vision,Beginner,Practice quiz,30,Free,0.0,Beacon Learning,0.66,0.907,True,True,None,English,https://example.org/learnbridge/resources/R0459,0.262
R0460,Machine learning Concept Clinic 460,An original intermediate learning resource that develops machine learning concepts through project activities and connects them with cloud computing practice.,Machine learning|Cloud computing,Intermediate,Project,180,Paid,9.0,Forge Learning,0.704,0.958,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0460,0.285
R0461,Data science Practice Lab 461,An original intermediate learning resource that develops data science concepts through tutorial activities and connects them with statistics practice.,Data science|Statistics,Intermediate,Tutorial,180,Free,0.0,Bridge Learning,0.861,0.92,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0461,0.527
R0462,Python Workshop 462,An original beginner learning resource that develops python concepts through interactive exercise activities and connects them with deep learning practice.,Python|Deep learning,Beginner,Interactive exercise,30,Free,0.0,Compass Learning,0.835,0.822,True,True,None,English,https://example.org/learnbridge/resources/R0462,0.766
R0463,Computer vision Concept Clinic 463,An original intermediate learning resource that develops computer vision concepts through project activities and connects them with nlp practice.,Computer vision|NLP,Intermediate,Project,90,Paid,25.0,Sprout Learning,0.496,0.835,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0463,0.406
R0464,Software engineering Practice Lab 464,An original beginner learning resource that develops software engineering concepts through video activities and connects them with statistics practice.,Software engineering|Statistics,Beginner,Video,480,Paid,15.0,Summit Learning,0.829,0.981,True,True,None,English,https://example.org/learnbridge/resources/R0464,0.26
R0465,Data science Practice Lab 465,An original beginner learning resource that develops data science concepts through tutorial activities and connects them with computer vision practice.,Data science|Computer vision,Beginner,Tutorial,360,Free,0.0,Forge Learning,0.514,0.887,True,True,None,English,https://example.org/learnbridge/resources/R0465,0.347
R0466,SQL Concept Clinic 466,An original beginner learning resource that develops sql concepts through course activities and connects them with cloud computing practice.,SQL|Cloud computing,Beginner,Course,480,Paid,25.0,Sprout Learning,0.676,0.843,True,True,None,English,https://example.org/learnbridge/resources/R0466,0.472
R0467,Software engineering Workshop 467,An original advanced learning resource that develops software engineering concepts through interactive exercise activities and connects them with deep learning practice.,Software engineering|Deep learning,Advanced,Interactive exercise,240,Free,0.0,Quill Learning,0.976,0.817,True,True,Statistics,English,https://example.org/learnbridge/resources/R0467,0.42
R0468,Software engineering Practice Lab 468,An original beginner learning resource that develops software engineering concepts through tutorial activities and connects them with sql practice.,Software engineering|SQL,Beginner,Tutorial,120,Free,0.0,Mosaic Learning,0.988,0.986,True,True,None,English,https://example.org/learnbridge/resources/R0468,0.731
R0469,Python Workshop 469,An original beginner learning resource that develops python concepts through tutorial activities and connects them with data science practice.,Python|Data science,Beginner,Tutorial,180,Free,0.0,Nexus Learning,0.472,0.934,True,True,None,English,https://example.org/learnbridge/resources/R0469,0.246
R0470,Deep learning Field Guide 470,An original beginner learning resource that develops deep learning concepts through practice quiz activities and connects them with machine learning practice.,Deep learning|Machine learning,Beginner,Practice quiz,45,Free,0.0,Orbit Learning,0.978,0.852,True,True,None,English,https://example.org/learnbridge/resources/R0470,0.527
R0471,Computer vision Workshop 471,An original advanced learning resource that develops computer vision concepts through interactive exercise activities and connects them with sql practice.,Computer vision|SQL,Advanced,Interactive exercise,90,Free,0.0,Quill Learning,0.848,0.903,True,True,Statistics,English,https://example.org/learnbridge/resources/R0471,0.394
R0472,Responsible AI Field Guide 472,An original beginner learning resource that develops responsible ai concepts through article activities and connects them with deep learning practice.,Responsible AI|Deep learning,Beginner,Article,45,Free,0.0,Lumen Learning,0.831,0.807,True,True,None,English,https://example.org/learnbridge/resources/R0472,0.454
R0473,Deep learning Workshop 473,An original intermediate learning resource that develops deep learning concepts through project activities and connects them with cloud computing practice.,Deep learning|Cloud computing,Intermediate,Project,45,Paid,25.0,Lumen Learning,0.901,0.825,True,True,Deep learning,English,https://example.org/learnbridge/resources/R0473,0.543
R0474,Statistics Concept Clinic 474,An original advanced learning resource that develops statistics concepts through video activities and connects them with responsible ai practice.,Statistics|Responsible AI,Advanced,Video,480,Free,0.0,Forge Learning,0.816,0.984,True,True,Python,English,https://example.org/learnbridge/resources/R0474,0.573
R0475,Data science Essentials 475,An original beginner learning resource that develops data science concepts through video activities and connects them with computer vision practice.,Data science|Computer vision,Beginner,Video,240,Free,0.0,Bridge Learning,0.628,0.991,True,True,None,English,https://example.org/learnbridge/resources/R0475,0.13
R0476,Mathematics Foundations 476,An original beginner learning resource that develops mathematics concepts through project activities and connects them with software engineering practice.,Mathematics|Software engineering,Beginner,Project,90,Free,0.0,Cedar Learning,0.745,0.865,True,True,None,English,https://example.org/learnbridge/resources/R0476,0.597
R0477,Computer vision Concept Clinic 477,An original beginner learning resource that develops computer vision concepts through article activities and connects them with data science practice.,Computer vision|Data science,Beginner,Article,180,Free,0.0,Atlas Learning,0.515,0.857,True,True,None,English,https://example.org/learnbridge/resources/R0477,0.275
R0478,Responsible AI Practice Lab 478,An original beginner learning resource that develops responsible ai concepts through practice quiz activities and connects them with software engineering practice.,Responsible AI|Software engineering,Beginner,Practice quiz,120,Free,0.0,Beacon Learning,0.928,0.903,True,True,None,English,https://example.org/learnbridge/resources/R0478,0.445
R0479,NLP Practice Lab 479,An original beginner learning resource that develops nlp concepts through practice quiz activities and connects them with responsible ai practice.,NLP|Responsible AI,Beginner,Practice quiz,20,Free,0.0,Pixel Learning,0.8,0.903,True,True,None,English,https://example.org/learnbridge/resources/R0479,0.534
R0480,Data science Concept Clinic 480,An original intermediate learning resource that develops data science concepts through video activities and connects them with nlp practice.,Data science|NLP,Intermediate,Video,240,Paid,15.0,Compass Learning,0.681,0.997,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0480,0.455
R0481,Deep learning Foundations 481,An original intermediate learning resource that develops deep learning concepts through project activities and connects them with mathematics practice.,Deep learning|Mathematics,Intermediate,Project,90,Free,0.0,Beacon Learning,0.547,0.917,True,True,Deep learning,English,https://example.org/learnbridge/resources/R0481,0.487
R0482,SQL Field Guide 482,An original intermediate learning resource that develops sql concepts through course activities and connects them with computer vision practice.,SQL|Computer vision,Intermediate,Course,240,Paid,15.0,Sprout Learning,0.55,0.925,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0482,0.554
R0483,Data science Applied Path 483,An original beginner learning resource that develops data science concepts through course activities and connects them with python practice.,Data science|Python,Beginner,Course,180,Free,0.0,Forge Learning,0.614,0.974,True,True,None,English,https://example.org/learnbridge/resources/R0483,0.532
R0484,Responsible AI Concept Clinic 484,An original advanced learning resource that develops responsible ai concepts through video activities and connects them with computer vision practice.,Responsible AI|Computer vision,Advanced,Video,20,Free,0.0,Bridge Learning,0.563,0.963,True,True,Python,English,https://example.org/learnbridge/resources/R0484,0.534
R0485,Cloud computing Foundations 485,An original beginner learning resource that develops cloud computing concepts through project activities and connects them with statistics practice.,Cloud computing|Statistics,Beginner,Project,240,Free,0.0,Lumen Learning,0.937,0.884,True,True,None,English,https://example.org/learnbridge/resources/R0485,0.57
R0486,Deep learning Foundations 486,An original beginner learning resource that develops deep learning concepts through interactive exercise activities and connects them with responsible ai practice.,Deep learning|Responsible AI,Beginner,Interactive exercise,180,Free,0.0,Nova Learning,0.79,0.81,True,True,None,English,https://example.org/learnbridge/resources/R0486,0.357
R0487,Software engineering Workshop 487,An original advanced learning resource that develops software engineering concepts through video activities and connects them with cloud computing practice.,Software engineering|Cloud computing,Advanced,Video,240,Free,0.0,Orbit Learning,0.735,0.945,True,True,Statistics,English,https://example.org/learnbridge/resources/R0487,0.673
R0488,Computer vision Practice Lab 488,An original beginner learning resource that develops computer vision concepts through tutorial activities and connects them with cloud computing practice.,Computer vision|Cloud computing,Beginner,Tutorial,120,Paid,9.0,Lumen Learning,0.606,0.89,True,True,None,English,https://example.org/learnbridge/resources/R0488,0.365
R0489,Responsible AI Applied Path 489,An original advanced learning resource that develops responsible ai concepts through project activities and connects them with nlp practice.,Responsible AI|NLP,Advanced,Project,240,Paid,39.0,Willow Learning,0.9,0.826,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0489,0.371
R0490,Machine learning Workshop 490,An original beginner learning resource that develops machine learning concepts through practice quiz activities and connects them with responsible ai practice.,Machine learning|Responsible AI,Beginner,Practice quiz,240,Paid,15.0,Forge Learning,0.504,0.826,True,True,None,English,https://example.org/learnbridge/resources/R0490,0.469
R0491,Python Concept Clinic 491,An original beginner learning resource that develops python concepts through interactive exercise activities and connects them with data science practice.,Python|Data science,Beginner,Interactive exercise,45,Free,0.0,Compass Learning,0.467,0.835,True,True,None,English,https://example.org/learnbridge/resources/R0491,0.121
R0492,Statistics Essentials 492,An original beginner learning resource that develops statistics concepts through interactive exercise activities and connects them with cloud computing practice.,Statistics|Cloud computing,Beginner,Interactive exercise,20,Paid,25.0,Atlas Learning,0.911,0.954,True,True,None,English,https://example.org/learnbridge/resources/R0492,0.712
R0493,Cloud computing Practice Lab 493,An original beginner learning resource that develops cloud computing concepts through video activities and connects them with data science practice.,Cloud computing|Data science,Beginner,Video,120,Paid,59.0,Forge Learning,0.846,0.858,True,True,None,English,https://example.org/learnbridge/resources/R0493,0.232
R0494,Statistics Field Guide 494,An original advanced learning resource that develops statistics concepts through project activities and connects them with cloud computing practice.,Statistics|Cloud computing,Advanced,Project,60,Paid,25.0,Compass Learning,0.542,0.967,True,True,Statistics,English,https://example.org/learnbridge/resources/R0494,0.33
R0495,Statistics Practice Lab 495,An original intermediate learning resource that develops statistics concepts through tutorial activities and connects them with machine learning practice.,Statistics|Machine learning,Intermediate,Tutorial,60,Free,0.0,Willow Learning,0.935,0.828,True,True,Statistics,English,https://example.org/learnbridge/resources/R0495,0.552
R0496,Mathematics Applied Path 496,An original advanced learning resource that develops mathematics concepts through video activities and connects them with cloud computing practice.,Mathematics|Cloud computing,Advanced,Video,180,Free,0.0,Atlas Learning,0.937,0.562,False,True,Mathematics,English,https://example.org/learnbridge/resources/R0496,0.097
R0497,Cloud computing Field Guide 497,An original beginner learning resource that develops cloud computing concepts through practice quiz activities and connects them with sql practice.,Cloud computing|SQL,Beginner,Practice quiz,90,Paid,25.0,Bridge Learning,0.897,0.944,True,True,None,English,https://example.org/learnbridge/resources/R0497,0.178
R0498,Software engineering Foundations 498,An original intermediate learning resource that develops software engineering concepts through practice quiz activities and connects them with responsible ai practice.,Software engineering|Responsible AI,Intermediate,Practice quiz,180,Free,0.0,Orbit Learning,0.74,0.955,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0498,0.348
R0499,Cloud computing Concept Clinic 499,An original beginner learning resource that develops cloud computing concepts through interactive exercise activities and connects them with software engineering practice.,Cloud computing|Software engineering,Beginner,Interactive exercise,45,Paid,59.0,Summit Learning,0.58,0.805,True,True,None,English,https://example.org/learnbridge/resources/R0499,0.83
R0500,Responsible AI Foundations 500,An original beginner learning resource that develops responsible ai concepts through video activities and connects them with cloud computing practice.,Responsible AI|Cloud computing,Beginner,Video,30,Paid,39.0,Quill Learning,0.981,0.914,True,True,None,English,https://example.org/learnbridge/resources/R0500,0.585
R0501,Responsible AI Applied Path 501,An original intermediate learning resource that develops responsible ai concepts through tutorial activities and connects them with mathematics practice.,Responsible AI|Mathematics,Intermediate,Tutorial,90,Free,0.0,Circuit Learning,0.731,0.857,True,True,Python,English,https://example.org/learnbridge/resources/R0501,0.257
R0502,NLP Foundations 502,An original beginner learning resource that develops nlp concepts through practice quiz activities and connects them with cloud computing practice.,NLP|Cloud computing,Beginner,Practice quiz,180,Free,0.0,Willow Learning,0.93,0.816,True,True,None,English,https://example.org/learnbridge/resources/R0502,0.469
R0503,Software engineering Practice Lab 503,An original intermediate learning resource that develops software engineering concepts through course activities and connects them with cloud computing practice.,Software engineering|Cloud computing,Intermediate,Course,480,Paid,39.0,Willow Learning,0.895,0.9,True,True,Statistics,English,https://example.org/learnbridge/resources/R0503,0.157
R0504,Mathematics Foundations 504,An original advanced learning resource that develops mathematics concepts through video activities and connects them with cloud computing practice.,Mathematics|Cloud computing,Advanced,Video,240,Paid,59.0,Willow Learning,0.51,0.949,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0504,0.345
R0505,SQL Essentials 505,An original beginner learning resource that develops sql concepts through course activities and connects them with computer vision practice.,SQL|Computer vision,Beginner,Course,45,Free,0.0,Willow Learning,0.476,0.828,True,True,None,English,https://example.org/learnbridge/resources/R0505,0.806
R0506,Deep learning Essentials 506,An original beginner learning resource that develops deep learning concepts through interactive exercise activities and connects them with python practice.,Deep learning|Python,Beginner,Interactive exercise,20,Free,0.0,Harbor Learning,0.756,0.884,True,True,None,English,https://example.org/learnbridge/resources/R0506,0.717
R0507,Software engineering Concept Clinic 507,An original intermediate learning resource that develops software engineering concepts through tutorial activities and connects them with machine learning practice.,Software engineering|Machine learning,Intermediate,Tutorial,240,Free,0.0,Quill Learning,0.498,0.933,True,True,Python,English,https://example.org/learnbridge/resources/R0507,0.543
R0508,NLP Concept Clinic 508,An original beginner learning resource that develops nlp concepts through practice quiz activities and connects them with software engineering practice.,NLP|Software engineering,Beginner,Practice quiz,90,Paid,15.0,Bridge Learning,0.759,0.929,True,True,None,English,https://example.org/learnbridge/resources/R0508,0.579
R0509,Cloud computing Essentials 509,An original beginner learning resource that develops cloud computing concepts through tutorial activities and connects them with data science practice.,Cloud computing|Data science,Beginner,Tutorial,20,Free,0.0,Sprout Learning,0.855,0.991,True,True,None,English,https://example.org/learnbridge/resources/R0509,0.355
R0510,Python Practice Lab 510,An original intermediate learning resource that develops python concepts through article activities and connects them with nlp practice.,Python|NLP,Intermediate,Article,480,Paid,59.0,Orbit Learning,0.715,0.889,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0510,0.686
R0511,Cloud computing Practice Lab 511,An original beginner learning resource that develops cloud computing concepts through article activities and connects them with machine learning practice.,Cloud computing|Machine learning,Beginner,Article,30,Free,0.0,Lumen Learning,0.482,0.831,True,True,None,English,https://example.org/learnbridge/resources/R0511,0.764
R0512,NLP Concept Clinic 512,An original beginner learning resource that develops nlp concepts through project activities and connects them with sql practice.,NLP|SQL,Beginner,Project,20,Paid,59.0,Pixel Learning,0.716,0.841,True,True,None,English,https://example.org/learnbridge/resources/R0512,0.769
R0513,Deep learning Foundations 513,An original beginner learning resource that develops deep learning concepts through course activities and connects them with software engineering practice.,Deep learning|Software engineering,Beginner,Course,60,Free,0.0,Summit Learning,0.749,0.983,True,True,None,English,https://example.org/learnbridge/resources/R0513,0.344
R0514,Machine learning Field Guide 514,An original intermediate learning resource that develops machine learning concepts through course activities and connects them with nlp practice.,Machine learning|NLP,Intermediate,Course,360,Free,0.0,Nexus Learning,0.982,0.841,True,True,Python,English,https://example.org/learnbridge/resources/R0514,0.627
R0515,Deep learning Workshop 515,An original beginner learning resource that develops deep learning concepts through course activities and connects them with python practice.,Deep learning|Python,Beginner,Course,480,Paid,9.0,Orbit Learning,0.954,0.858,True,True,None,English,https://example.org/learnbridge/resources/R0515,0.252
R0516,NLP Essentials 516,An original beginner learning resource that develops nlp concepts through project activities and connects them with mathematics practice.,NLP|Mathematics,Beginner,Project,20,Free,0.0,Cedar Learning,0.612,0.832,True,True,None,English,https://example.org/learnbridge/resources/R0516,0.568
R0517,SQL Field Guide 517,An original beginner learning resource that develops sql concepts through tutorial activities and connects them with deep learning practice.,SQL|Deep learning,Beginner,Tutorial,120,Paid,25.0,Beacon Learning,0.597,0.977,True,True,None,English,https://example.org/learnbridge/resources/R0517,0.656
R0518,NLP Foundations 518,An original advanced learning resource that develops nlp concepts through article activities and connects them with python practice.,NLP|Python,Advanced,Article,20,Free,0.0,Lumen Learning,0.673,0.922,True,True,NLP,English,https://example.org/learnbridge/resources/R0518,0.435
R0519,Data science Field Guide 519,An original beginner learning resource that develops data science concepts through project activities and connects them with software engineering practice.,Data science|Software engineering,Beginner,Project,240,Paid,39.0,Mosaic Learning,0.659,0.934,True,True,None,English,https://example.org/learnbridge/resources/R0519,0.695
R0520,Python Concept Clinic 520,An original intermediate learning resource that develops python concepts through project activities and connects them with sql practice.,Python|SQL,Intermediate,Project,120,Free,0.0,Pixel Learning,0.576,0.838,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0520,0.524
R0521,Mathematics Field Guide 521,An original beginner learning resource that develops mathematics concepts through article activities and connects them with software engineering practice.,Mathematics|Software engineering,Beginner,Article,180,Paid,59.0,Compass Learning,0.717,0.822,True,True,None,English,https://example.org/learnbridge/resources/R0521,0.422
R0522,Software engineering Essentials 522,An original beginner learning resource that develops software engineering concepts through article activities and connects them with machine learning practice.,Software engineering|Machine learning,Beginner,Article,45,Paid,15.0,Compass Learning,0.844,0.852,True,True,None,English,https://example.org/learnbridge/resources/R0522,0.698
R0523,Responsible AI Applied Path 523,An original intermediate learning resource that develops responsible ai concepts through practice quiz activities and connects them with cloud computing practice.,Responsible AI|Cloud computing,Intermediate,Practice quiz,240,Free,0.0,Orbit Learning,0.911,0.8,True,True,Statistics,English,https://example.org/learnbridge/resources/R0523,0.368
R0524,Cloud computing Essentials 524,An original intermediate learning resource that develops cloud computing concepts through tutorial activities and connects them with deep learning practice.,Cloud computing|Deep learning,Intermediate,Tutorial,60,Paid,39.0,Quill Learning,0.453,0.809,True,True,Statistics,English,https://example.org/learnbridge/resources/R0524,0.23
R0525,Mathematics Field Guide 525,An original advanced learning resource that develops mathematics concepts through course activities and connects them with statistics practice.,Mathematics|Statistics,Advanced,Course,60,Paid,9.0,Nova Learning,0.465,0.839,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0525,0.255
R0526,SQL Essentials 526,An original beginner learning resource that develops sql concepts through article activities and connects them with statistics practice.,SQL|Statistics,Beginner,Article,20,Paid,15.0,Cedar Learning,0.869,0.964,True,True,None,English,https://example.org/learnbridge/resources/R0526,0.432
R0527,Data science Concept Clinic 527,An original advanced learning resource that develops data science concepts through course activities and connects them with python practice.,Data science|Python,Advanced,Course,30,Free,0.0,Beacon Learning,0.48,0.957,True,True,Data science,English,https://example.org/learnbridge/resources/R0527,0.713
R0528,Python Practice Lab 528,An original advanced learning resource that develops python concepts through course activities and connects them with nlp practice.,Python|NLP,Advanced,Course,180,Free,0.0,Circuit Learning,0.701,0.847,True,True,Python,English,https://example.org/learnbridge/resources/R0528,0.625
R0529,Responsible AI Essentials 529,An original intermediate learning resource that develops responsible ai concepts through interactive exercise activities and connects them with python practice.,Responsible AI|Python,Intermediate,Interactive exercise,30,Free,0.0,Sprout Learning,0.938,0.821,True,True,Responsible AI,English,https://example.org/learnbridge/resources/R0529,0.251
R0530,Software engineering Essentials 530,An original beginner learning resource that develops software engineering concepts through article activities and connects them with deep learning practice.,Software engineering|Deep learning,Beginner,Article,20,Paid,39.0,Compass Learning,0.968,0.826,True,True,None,English,https://example.org/learnbridge/resources/R0530,0.351
R0531,Machine learning Applied Path 531,An original beginner learning resource that develops machine learning concepts through interactive exercise activities and connects them with cloud computing practice.,Machine learning|Cloud computing,Beginner,Interactive exercise,20,Free,0.0,Atlas Learning,0.481,0.904,True,True,None,English,https://example.org/learnbridge/resources/R0531,0.584
R0532,Statistics Field Guide 532,An original beginner learning resource that develops statistics concepts through practice quiz activities and connects them with data science practice.,Statistics|Data science,Beginner,Practice quiz,240,Free,0.0,Quill Learning,0.783,0.92,True,True,None,English,https://example.org/learnbridge/resources/R0532,0.4
R0533,Python Practice Lab 533,An original beginner learning resource that develops python concepts through video activities and connects them with cloud computing practice.,Python|Cloud computing,Beginner,Video,60,Free,0.0,Quill Learning,0.886,0.843,True,True,None,English,https://example.org/learnbridge/resources/R0533,0.814
R0534,Cloud computing Field Guide 534,An original beginner learning resource that develops cloud computing concepts through course activities and connects them with data science practice.,Cloud computing|Data science,Beginner,Course,480,Free,0.0,Orbit Learning,0.977,0.983,True,True,None,English,https://example.org/learnbridge/resources/R0534,0.378
R0535,Machine learning Foundations 535,An original advanced learning resource that develops machine learning concepts through article activities and connects them with computer vision practice.,Machine learning|Computer vision,Advanced,Article,20,Free,0.0,Bridge Learning,0.899,0.835,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0535,0.328
R0536,NLP Foundations 536,An original intermediate learning resource that develops nlp concepts through tutorial activities and connects them with computer vision practice.,NLP|Computer vision,Intermediate,Tutorial,480,Paid,15.0,Atlas Learning,0.879,0.976,True,True,NLP,English,https://example.org/learnbridge/resources/R0536,0.297
R0537,Responsible AI Concept Clinic 537,An original advanced learning resource that develops responsible ai concepts through project activities and connects them with statistics practice.,Responsible AI|Statistics,Advanced,Project,60,Free,0.0,Atlas Learning,0.627,0.971,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0537,0.061
R0538,Software engineering Concept Clinic 538,An original beginner learning resource that develops software engineering concepts through video activities and connects them with deep learning practice.,Software engineering|Deep learning,Beginner,Video,480,Paid,59.0,Mosaic Learning,0.719,0.902,True,True,None,English,https://example.org/learnbridge/resources/R0538,0.461
R0539,Mathematics Workshop 539,An original intermediate learning resource that develops mathematics concepts through tutorial activities and connects them with deep learning practice.,Mathematics|Deep learning,Intermediate,Tutorial,480,Free,0.0,Sprout Learning,0.694,0.93,True,True,Python,English,https://example.org/learnbridge/resources/R0539,0.306
R0540,Machine learning Workshop 540,An original beginner learning resource that develops machine learning concepts through video activities and connects them with computer vision practice.,Machine learning|Computer vision,Beginner,Video,30,Free,0.0,Orbit Learning,0.701,0.904,True,True,None,English,https://example.org/learnbridge/resources/R0540,0.504
R0541,Deep learning Foundations 541,An original beginner learning resource that develops deep learning concepts through video activities and connects them with nlp practice.,Deep learning|NLP,Beginner,Video,60,Free,0.0,Harbor Learning,0.905,0.815,True,True,None,English,https://example.org/learnbridge/resources/R0541,0.297
R0542,Data science Field Guide 542,An original beginner learning resource that develops data science concepts through video activities and connects them with machine learning practice.,Data science|Machine learning,Beginner,Video,120,Free,0.0,Summit Learning,0.553,0.866,True,True,None,English,https://example.org/learnbridge/resources/R0542,0.294
R0543,Cloud computing Practice Lab 543,An original beginner learning resource that develops cloud computing concepts through interactive exercise activities and connects them with sql practice.,Cloud computing|SQL,Beginner,Interactive exercise,120,Free,0.0,Circuit Learning,0.894,0.957,True,True,None,English,https://example.org/learnbridge/resources/R0543,0.641
R0544,Statistics Practice Lab 544,An original beginner learning resource that develops statistics concepts through tutorial activities and connects them with cloud computing practice.,Statistics|Cloud computing,Beginner,Tutorial,240,Paid,25.0,Cedar Learning,0.619,0.945,True,True,None,English,https://example.org/learnbridge/resources/R0544,0.186
R0545,Deep learning Applied Path 545,An original beginner learning resource that develops deep learning concepts through article activities and connects them with software engineering practice.,Deep learning|Software engineering,Beginner,Article,45,Free,0.0,Bridge Learning,0.72,0.861,True,True,None,English,https://example.org/learnbridge/resources/R0545,0.645
R0546,Computer vision Workshop 546,An original beginner learning resource that develops computer vision concepts through tutorial activities and connects them with software engineering practice.,Computer vision|Software engineering,Beginner,Tutorial,20,Free,0.0,Quill Learning,0.757,0.984,True,True,None,English,https://example.org/learnbridge/resources/R0546,0.576
R0547,Computer vision Applied Path 547,An original advanced learning resource that develops computer vision concepts through video activities and connects them with statistics practice.,Computer vision|Statistics,Advanced,Video,60,Free,0.0,Harbor Learning,0.5,0.866,True,True,Statistics,English,https://example.org/learnbridge/resources/R0547,0.512
R0548,Deep learning Applied Path 548,An original beginner learning resource that develops deep learning concepts through video activities and connects them with python practice.,Deep learning|Python,Beginner,Video,180,Paid,59.0,Cedar Learning,0.696,0.847,True,True,None,English,https://example.org/learnbridge/resources/R0548,0.377
R0549,Machine learning Workshop 549,An original beginner learning resource that develops machine learning concepts through practice quiz activities and connects them with software engineering practice.,Machine learning|Software engineering,Beginner,Practice quiz,60,Free,0.0,Harbor Learning,0.683,0.826,True,True,None,English,https://example.org/learnbridge/resources/R0549,0.497
R0550,Software engineering Practice Lab 550,An original intermediate learning resource that develops software engineering concepts through practice quiz activities and connects them with statistics practice.,Software engineering|Statistics,Intermediate,Practice quiz,60,Free,0.0,Cedar Learning,0.895,0.801,True,True,Python,English,https://example.org/learnbridge/resources/R0550,0.56
R0551,Deep learning Applied Path 551,An original intermediate learning resource that develops deep learning concepts through video activities and connects them with cloud computing practice.,Deep learning|Cloud computing,Intermediate,Video,90,Paid,25.0,Circuit Learning,0.781,0.984,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0551,0.204
R0552,Responsible AI Applied Path 552,An original intermediate learning resource that develops responsible ai concepts through video activities and connects them with machine learning practice.,Responsible AI|Machine learning,Intermediate,Video,20,Free,0.0,Nexus Learning,0.608,0.974,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0552,0.555
R0553,Cloud computing Workshop 553,An original advanced learning resource that develops cloud computing concepts through video activities and connects them with data science practice.,Cloud computing|Data science,Advanced,Video,360,Paid,25.0,Sprout Learning,0.723,0.865,True,True,Statistics,English,https://example.org/learnbridge/resources/R0553,0.319
R0554,Computer vision Applied Path 554,An original intermediate learning resource that develops computer vision concepts through project activities and connects them with nlp practice.,Computer vision|NLP,Intermediate,Project,20,Free,0.0,Atlas Learning,0.627,0.802,True,True,Computer vision,English,https://example.org/learnbridge/resources/R0554,0.81
